,y,ypredic,measurepredi,lilk
0,0.09605961600776254,0.8333333333333338,0.8333333333333338,-9.274933366313354
1,0.17867677360799814,0.20665067360659828,0.20665067360659828,-1.4311419129790934
2,0.23778216294838167,0.2407121292549913,0.2407121292549913,-1.3735982749525386
3,0.296349167419742,0.29742722552649925,0.29742722552649925,-1.3732271502887226
4,0.33819054725859826,0.34907386643510085,0.34907386643510085,-1.3790913716395268
5,0.3811381406321699,0.38923940561979525,0.38923940561979525,-1.3764505645446314
6,0.43788183493086563,0.4268120450815952,0.4268120450815952,-1.3792960521899957
7,0.48422317259743297,0.47398727587942263,0.47398727587942263,-1.378407718905734
8,0.5160966166459489,0.5168481243524276,0.5168481243524276,-1.37319727801629
9,0.5594889382232467,0.5477903338387318,0.5477903338387318,-1.3800119070519148
10,0.5863119061626271,0.5836718013209976,0.5836718013209976,-1.373517547503385
11,0.5969501263183842,0.6105898838352358,0.6105898838352358,-1.3824711890805708
12,0.6139121400972165,0.6231884671290266,0.6231884671290266,-1.3774715519846998
13,0.6290712182921787,0.6368502805297842,0.6368502805297842,-1.3761947302894721
14,0.6469109550173977,0.6505508564581248,0.6505508564581248,-1.3738314839495556
15,0.6677397058769692,0.6657136930702663,0.6657136930702663,-1.3733742762192915
16,0.6852781856956306,0.6834451909998186,0.6834451909998186,-1.3733370333023889
17,0.6930165782685171,0.6995371074484227,0.6995371074484227,-1.3752949048639451
18,0.7114418519192204,0.7083069103617179,0.7083069103617179,-1.373660432753093
19,0.7120621656580195,0.7223837749587733,0.7223837749587733,-1.3784958207525155
20,0.7296405724701218,0.7264906430312974,0.7264906430312974,-1.373665142598124
21,0.7198269222222028,0.7385680224112868,0.7385680224112868,-1.3907304816395094
22,0.7338451842622145,0.7354104216051223,0.7354104216051223,-1.3732915382216269
23,0.7520835935255217,0.7429801097427464,0.7429801097427464,-1.377312710673808
24,0.7596312989986327,0.7581858804497977,0.7581858804497977,-1.373273501563711
25,0.780885354631928,0.7669660020241746,0.7669660020241746,-1.3828564586755938
26,0.7803594052223611,0.7829283009494376,0.7829283009494376,-1.3734990010874748
27,0.7887582456133259,0.7868214664775912,0.7868214664775912,-1.3733565954956761
28,0.7879330459450905,0.7924274880615338,0.7924274880615338,-1.3741790403215481
29,0.7908469160381804,0.7935461203653268,0.7935461203653268,-1.3735333250246295
30,0.8022628234967559,0.7953625120949808,0.7953625120949808,-1.3755497546967186
31,0.8075774422589427,0.8037081031854302,0.8037081031854302,-1.3739176290679358
32,0.7943263263043667,0.8096052254354323,0.8096052254354323,-1.3848412777575092
33,0.8007487048524826,0.8016573903387579,0.8016573903387579,-1.3732103252902936
34,0.8084735076330146,0.8033743845605615,0.8033743845605615,-1.3744690926300465
35,0.8049772177107102,0.8099117261609465,0.8099117261609465,-1.374386508506918
36,0.7989234712636318,0.8090792095698859,0.8090792095698859,-1.378325990851901
37,0.8064366551574854,0.8042634040014117,0.8042634040014117,-1.373405190854014
38,0.8151945974876611,0.8081616197598165,0.8081616197598165,-1.3756421786106632
39,0.8255506754291594,0.8156196573231067,0.8156196573231067,-1.3781002958557824
40,0.8492051203032871,0.8244133787893607,0.8244133787893607,-1.4039005621893124
41,0.8536760445623365,0.8425696168920671,0.8425696168920671,-1.3793366766043915
42,0.8551559064120061,0.8503407343630464,0.8503407343630464,-1.3743283339176995
43,0.8579387039347592,0.8522412252726315,0.8522412252726315,-1.3747921029799153
44,0.862618870649037,0.8544294999580375,0.8544294999580375,-1.3765223294403752
45,0.8642543646399569,0.8581685728282971,0.8581685728282971,-1.3750208829233885
46,0.8574827209664332,0.8602167420849781,0.8602167420849781,-1.3735427833984777
47,0.8384996618548962,0.8559391231851661,0.8559391231851661,-1.388375780399144
48,0.8418632063998635,0.8416763142546161,0.8416763142546161,-1.3731707862583429
49,0.8253334374847017,0.8401669127228865,0.8401669127228865,-1.3841706392067372
50,0.8277749496420858,0.8295993787695699,0.8295993787695699,-1.373335466906706
51,0.8228609183998117,0.8279536532535586,0.8279536532535586,-1.3744658372391736
52,0.8233765928636543,0.8251004144402891,0.8251004144402891,-1.373317617866049
53,0.8404333945270137,0.8244682668272474,0.8244682668272474,-1.3859133049481376
54,0.8481242596457912,0.8361700268511002,0.8361700268511002,-1.3803142239101285
55,0.8645212636550698,0.8448111754645408,0.8448111754645408,-1.3925934186485667
56,0.853349790500406,0.8574993112146058,0.8574993112146058,-1.374029965932524
57,0.8352201501526992,0.8531821102712901,0.8531821102712901,-1.3893006403897377
58,0.8515863883045617,0.8386196602039168,0.8386196602039168,-1.3815758417064479
59,0.8509026581396446,0.8461227740776419,0.8461227740776419,-1.3743114044069547
60,0.8507460116572408,0.8489310851958707,0.8489310851958707,-1.3733337377276542
61,0.835934900162076,0.8486878195548527,0.8486878195548527,-1.3813008874765784
62,0.8393663523252429,0.8385849344416599,0.8385849344416599,-1.3731995705200843
63,0.8291867966372283,0.8379560996135804,0.8379560996135804,-1.3770140735591982
64,0.8298066018094205,0.8317202921783639,0.8317202921783639,-1.3733521503660546
65,0.8226145776856781,0.8301058485578516,0.8301058485578516,-1.375974996788659
66,0.8200273868907642,0.8253392331881453,0.8253392331881453,-1.3745798253789954
67,0.8385105515308606,0.8221415386228553,0.8221415386228553,-1.3865662690037674
68,0.8540421670315034,0.8341926524191381,0.8341926524191381,-1.3928692013419703
69,0.8430872103283922,0.8484507838875944,0.8484507838875944,-1.374607435890894
70,0.8388396482249002,0.8441077364296075,0.8441077364296075,-1.374556677491274
71,0.8460097040287865,0.8390284028586106,0.8390284028586106,-1.3756059681260802
72,0.8510761533870472,0.843054528384555,0.843054528384555,-1.3763863632086757
73,0.8321336518602881,0.8479337251089495,0.8479337251089495,-1.3856511555577984
74,0.8282677927638864,0.8360661139424054,0.8360661139424054,-1.376209730484812
75,0.8182140616914033,0.8296488294515004,0.8296488294515004,-1.379706735511013
76,0.8266688906264428,0.8220391205029316,0.8220391205029316,-1.374240778394473
77,0.8386337769403294,0.8257776579642618,0.8257776579642618,-1.3814330295809853
78,0.8318466667692677,0.8356047464447126,0.8356047464447126,-1.3738751979669948
