37495,934.82,30.11
37496,917.87,33.32
37497,917.8,33.67
37498,916.07,32.64
37502,878.02,39.97
37503,893.4,37.44
37504,879.15,38.86
37505,893.92,36.33
37508,902.96,36.45
37509,909.58,35.08
37510,909.45,34.81
37511,886.91,37.5
37512,889.81,35.82
37515,891.1,36.74
37516,873.52,38.01
37517,869.46,37.52
37518,843.32,40.65
37519,845.39,38.98
37522,833.7,39.68
37523,819.29,40.52
37524,839.66,37.33
37525,854.95,34.6
37526,827.37,36.97
37529,815.28,39.69
37530,847.91,34.12
37531,827.91,36.83
37532,818.95,37.31
37533,800.58,39.46
37536,785.28,42.64
37537,798.55,41.02
37538,776.76,42.13
37539,803.92,37.55
37540,835.32,35.7
37543,841.44,36.04
37544,881.27,34.02
37545,860.02,36
37546,879.2,34.1
37547,884.39,33.53
37550,899.72,33.11
37551,890.16,34.09
37552,896.14,33.2
37553,882.5,34.03
37554,897.65,30
37557,890.23,31.07
37558,882.15,32.27
37559,890.71,31.23
37560,885.76,31.14
37561,900.96,29.3
37564,908.35,30.82
37565,915.39,31.23
37566,923.76,30.73
37567,902.65,31.42
37568,894.74,29.41
37571,876.19,31.3
37572,882.95,30.58
37573,882.53,31.24
37574,904.27,28.67
37575,909.83,26.65
37578,900.36,27.66
37579,896.74,27.41
37580,914.15,25.32
37581,933.76,23.81
37582,930.55,23.16
37585,932.88,24.07
37586,913.31,25.97
37587,938.87,27.25
37589,936.31,27.5
37592,934.53,27.46
37593,920.75,28.33
37594,917.57,28.92
37595,906.55,30.1
37596,912.23,28.88
37599,892,30.78
37600,904.45,28.76
37601,904.96,27.76
37602,901.59,27.29
37603,889.48,28.18
37606,910.4,26.24
37607,902.99,26.66
37608,891.12,28.29
37609,884.25,30.21
37610,895.75,26.71
37613,897.38,26.2
37614,892.47,26.49
37616,889.66,27.37
37617,875.4,29.55
37620,879.39,29.62
37621,879.82,28.62
37623,909.03,25.39
37624,908.59,24.68
37627,929.01,24.91
37628,922.93,25.13
37629,909.93,25.53
37630,927.58,24.25
37631,927.57,24.32
37634,926.26,24.9
37635,931.66,24.57
37636,918.22,25.51
37637,914.6,25.01
37638,901.78,25.7
37642,887.62,27.59
37643,878.36,29.01
37644,887.34,27.53
37645,861.4,31.51
37648,847.48,34.69
37649,858.54,31.93
37650,864.36,31.26
37651,844.61,31.32
37652,855.7,31.17
37655,860.32,31.02
37656,848.2,32.76
37657,843.59,33.04
37658,838.15,33.35
37659,829.69,34.01
37662,835.97,33.99
37663,829.2,33.68
37664,818.68,34.33
37665,817.37,33.7
37666,834.89,32.62
37670,851.17,31.11
37671,845.13,31.31
37672,837.1,31.16
37673,848.17,30.25
37676,832.58,31.98
37677,838.57,31.74
37678,827.55,31.94
37679,837.28,30.53
37680,841.15,29.63
37683,834.81,30.43
37684,821.99,31.83
37685,829.85,30.38
37686,822.1,31.37
37687,828.89,31.08
37690,807.48,33.31
37691,800.73,33.61
37692,804.19,33.51
37693,831.9,31.76
37694,833.27,30.98
37697,862.79,31.75
37698,866.45,30.43
37699,874.02,31.54
37700,875.67,30.44
37701,895.79,28.67
37704,864.23,30.39
37705,874.74,28.75
37706,869.95,28.23
37707,868.52,27.96
37708,863.5,27.75
37711,848.18,29.15
37712,858.48,28.36
37713,880.9,28.02
37714,876.45,28.21
37715,878.85,29.13
37718,879.93,28.45
37719,878.29,27.13
37720,865.99,27.11
37721,871.58,25.6
37722,868.3,24.44
37725,885.23,23.41
37726,890.81,22.56
37727,879.91,22.52
37728,893.58,21.5
37732,892.01,21.95
37733,911.37,20.7
37734,919.02,20.8
37735,911.43,20.33
37736,898.81,20.8
37739,914.84,20.84
37740,917.84,20.76
37741,916.92,21.21
37742,916.3,21.59
37743,930.08,20.63
37746,926.55,21.13
37747,934.39,20.8
37748,929.62,21
37749,920.27,21.24
37750,933.41,19.69
37753,945.11,19.52
37754,942.3,19.91
37755,939.28,20
37756,946.67,19.24
37757,944.3,18.4
37760,920.77,20.51
37761,919.73,21.29
37762,923.42,21.21
37763,931.87,19.78
37764,933.22,19.17
37768,951.48,19.99
37769,953.22,20.03
37770,949.64,20.43
37771,963.59,19.47
37774,967,20.85
37775,971.56,20.84
37776,986.24,20.62
37777,990.14,20.83
37778,987.76,21.25
37781,975.93,22.15
37782,984.84,20.64
37783,997.48,20.21
37784,998.51,20.41
37785,988.61,20.66
37788,1010.7,20.22
37789,1011.7,20.01
37790,1010.1,19.76
37791,994.7,19.8
37792,995.69,19.14
37795,981.64,20.58
37796,983.45,20.75
37797,975.32,20.81
37798,985.82,19.4
37799,976.22,19.16
37802,974.5,19.52
37803,982.32,19.46
37804,993.75,19.03
37805,985.7,19.39
37809,1004.4,20.06
37810,1007.8,19.48
37811,1002.2,18.93
37812,988.7,19.19
37813,998.14,18.47
37816,1003.9,19.59
37817,1000.4,19.55
37818,994,19.76
37819,981.73,20.22
37820,993.32,19.11
37823,978.8,19.78
37824,988.11,19.17
37825,988.61,18.64
37826,981.6,18.6
37827,998.68,17.75
37830,996.52,18.36
37831,989.28,18.67
37832,987.49,18.85
37833,990.31,19.49
37834,980.15,20.75
37837,982.82,21.27
37838,965.46,22.68
37839,967.08,21.5
37840,974.12,20.26
37841,977.59,19.59
37844,980.59,19.75
37845,990.35,17.94
37846,984.03,18.77
37847,990.51,18.47
37848,990.67,18.27
37851,999.74,18.18
37852,1002.4,17.86
37853,1000.3,17.82
37854,1003.3,17.84
37855,993.06,18.55
37858,993.71,19.53
37859,996.73,19.49
37860,996.79,19.13
37861,1002.8,18.48
37862,1008,18.63
37866,1022,19.02
37867,1026.3,19.44
37868,1028,18.71
37869,1021.4,18.17
37872,1031.6,18.26
37873,1023.2,18.85
37874,1010.9,20.01
37875,1016.4,19.25
37876,1018.6,18.68
37879,1014.8,19.28
37880,1029.3,18.03
37881,1026,18.15
37882,1039.6,17.57
37883,1036.3,17.54
37886,1022.8,19.65
37887,1029,19.47
37888,1009.4,21.22
37889,1003.3,22.26
37890,996.85,22.23
37893,1006.6,21.67
37894,995.97,22.72
37895,1018.2,21.07
37896,1020.2,20.8
37897,1029.8,19.5
37900,1034.3,19.51
37901,1039.2,19.41
37902,1033.8,19.18
37903,1038.7,18.82
37904,1038.1,18.45
37907,1045.3,17.55
37908,1049.5,17.37
37909,1046.8,17.69
37910,1050.1,17.19
37911,1039.3,17.62
37914,1044.7,17.04
37915,1046,16.55
37916,1030.4,17.67
37917,1033.8,17.68
37918,1028.9,17.71
37921,1031.1,18.05
37922,1046.8,16.82
37923,1048.1,16.43
37924,1046.9,16.33
37925,1050.7,16.1
37928,1059,16.55
37929,1053.2,16.55
37930,1051.8,16.86
37931,1058,16.74
37932,1053.2,16.93
37935,1047.1,17.62
37936,1046.6,17.54
37937,1058.6,16.75
37938,1058.4,16.47
37939,1050.3,16.94
37942,1043.6,18.6
37943,1034.2,19.11
37944,1042.4,18.8
37945,1033.7,19.48
37946,1035.3,18.98
37949,1052.1,17.44
37950,1053.9,16.71
37951,1058.5,16.23
37953,1058.2,16.32
37956,1070.1,16.77
37957,1066.6,16.27
37958,1064.7,16.63
37959,1069.7,16.3
37960,1061.5,17.09
37963,1069.3,16.54
37964,1060.2,17.63
37965,1059,17.87
37966,1071.2,16.73
37967,1074.1,16.41
37970,1068,17.23
37971,1075.1,15.93
37972,1076.5,15.58
37973,1089.2,16.16
37974,1088.7,16.42
37977,1092.9,16.94
37978,1096,16.49
37979,1094,16.66
37981,1095.9,17.45
37984,1109.5,17.09
37985,1109.6,17.68
37986,1111.9,18.31
37988,1108.5,18.22
37991,1122.2,17.49
37992,1123.7,16.73
37993,1126.3,15.5
37994,1131.9,15.61
37995,1121.9,16.75
37998,1127.2,16.82
37999,1121.2,18.04
38000,1130.5,16.75
38001,1132,15.56
38002,1139.8,15
38006,1138.8,15.21
38007,1147.6,14.34
38008,1143.9,14.71
38009,1141.5,14.84
38012,1155.4,14.55
38013,1144,15.35
38014,1128.5,16.78
38015,1134.1,17.14
38016,1131.1,16.63
38019,1135.3,17.11
38020,1136,17.34
38021,1126.5,17.87
38022,1128.6,17.71
38023,1142.8,16
38026,1139.8,16.39
38027,1145.5,15.94
38028,1157.8,15.39
38029,1152.1,15.31
38030,1145.8,15.58
38034,1157,15.4
38035,1151.8,15.59
38036,1147.1,15.8
38037,1144.1,16.04
38040,1141,16.29
38041,1139.1,15.9
38042,1143.7,14.93
38043,1144.9,14.83
38044,1144.9,14.55
38047,1156,14.44
38048,1149.1,14.86
38049,1151,14.55
38050,1154.9,14.4
38051,1156.9,14.48
38054,1147.2,15.79
38055,1140.6,16.6
38056,1123.9,18.67
38057,1106.8,20.67
38058,1120.6,18.3
38061,1104.5,21.13
38062,1110.7,20.34
38063,1123.8,18.11
38064,1122.3,18.53
38065,1109.8,19.15
38068,1095.4,21.58
38069,1094,20.67
38070,1091.3,19.81
38071,1109.2,17.88
38072,1108.1,17.33
38075,1122.5,16.5
38076,1127,16.28
38077,1126.2,16.74
38078,1132.2,16.65
38079,1141.8,15.64
38082,1150.6,14.97
38083,1148.2,15.32
38084,1140.5,15.76
38085,1139.3,16.26
38089,1145.2,15.28
38090,1129.4,17.26
38091,1128.2,15.62
38092,1128.8,15.74
38093,1134.6,14.94
38096,1135.8,15.42
38097,1118.2,16.67
38098,1124.1,15.6
38099,1139.9,14.61
38100,1140.6,14.01
38103,1135.5,14.77
38104,1138.1,15.07
38105,1122.4,16.29
38106,1113.9,16.6
38107,1107.3,17.19
38110,1117.5,16.62
38111,1119.5,16.55
38112,1121.5,15.77
38113,1114,17.05
38114,1098.7,18.13
38117,1087.1,19.77
38118,1095.5,18.57
38119,1097.3,18.14
38120,1096.4,18.86
38121,1095.7,18.47
38124,1084.1,19.96
38125,1091.5,19.33
38126,1088.7,18.93
38127,1089.2,18.67
38128,1093.6,18.49
38131,1095.4,18.08
38132,1113,15.96
38133,1114.9,15.97
38134,1121.3,15.28
38135,1120.7,15.5
38139,1121.2,16.3
38140,1125,16.08
38141,1116.6,17.03
38142,1122.5,16.78
38145,1140.4,15.39
38146,1142.2,15.01
38147,1131.3,15.39
38148,1136.5,15.04
38152,1125.3,16.07
38153,1132,15.05
38154,1133.6,14.79
38155,1132,15.15
38156,1135,14.99
38159,1130.3,15.26
38160,1134.4,14.31
38161,1144.1,13.98
38162,1140.7,14.81
38163,1134.4,15.19
38166,1133.3,16.07
38167,1136.2,15.47
38168,1140.8,14.34
38169,1128.9,15.2
38170,1125.4,15.08
38174,1116.2,16.25
38175,1118.3,15.81
38176,1109.1,16.2
38177,1112.8,15.78
38180,1114.3,14.96
38181,1115.1,14.46
38182,1111.5,13.76
38183,1106.7,14.71
38184,1101.4,14.34
38187,1100.9,15.17
38188,1108.7,14.17
38189,1093.9,16.41
38190,1096.8,15.75
38191,1086.2,16.5
38194,1084.1,17.3
38195,1094.8,16.55
38196,1095.4,16.15
38197,1100.4,15.68
38198,1101.7,15.32
38201,1106.6,15.37
38202,1099.7,16.03
38203,1098.6,16.21
38204,1080.7,18.32
38205,1064,19.34
38208,1065.2,18.89
38209,1079,17.47
38210,1075.8,18.04
38211,1063.2,19.08
38212,1064.8,17.98
38215,1079.3,17.57
38216,1081.7,17.02
38217,1095.2,16.23
38218,1091.2,16.96
38219,1098.3,16
38222,1095.7,15.88
38223,1096.2,15.33
38224,1105,14.98
38225,1105.1,14.91
38226,1107.8,14.71
38229,1099.2,15.44
38230,1104.2,15.29
38231,1105.9,14.91
38232,1118.3,14.28
38233,1113.6,13.91
38237,1121.3,14.07
38238,1116.3,14.06
38239,1118.4,14.01
38240,1123.9,13.76
38243,1125.8,13.17
38244,1128.3,13.56
38245,1120.4,14.64
38246,1123.5,14.39
38247,1128.5,14.03
38250,1122.2,14.43
38251,1129.3,13.66
38252,1113.6,14.74
38253,1108.4,14.8
38254,1110.1,14.28
38257,1103.5,14.62
38258,1110.1,13.83
38259,1114.8,13.21
38260,1114.6,13.34
38261,1131.5,12.75
38264,1135.2,13.41
38265,1134.5,13.95
38266,1142,13.28
38267,1130.7,14.5
38268,1122.1,15.05
38271,1124.4,14.71
38272,1121.8,15.05
38273,1113.7,15.42
38274,1103.3,16.43
38275,1108.2,15.04
38278,1114,14.71
38279,1103.2,15.13
38280,1103.7,14.85
38281,1106.5,14.54
38282,1095.7,15.28
38285,1094.8,16.58
38286,1111.1,16.39
38287,1125.4,15.72
38288,1127.4,15.39
38289,1130.2,16.27
38292,1130.5,16.27
38293,1130.5,16.18
38294,1143.2,14.04
38295,1161.7,13.97
38296,1166.2,13.84
38299,1164.9,13.8
38300,1164.1,13.61
38301,1162.9,13.08
38302,1173.5,13.04
38303,1184.2,13.33
38306,1183.8,13.38
38307,1175.4,13.21
38308,1181.9,13.21
38309,1183.5,12.98
38310,1170.3,13.5
38313,1177.2,12.97
38314,1176.9,12.67
38315,1181.8,12.72
38317,1182.7,12.78
38320,1178.6,13.3
38321,1173.8,13.24
38322,1191.4,12.97
38323,1190.3,12.98
38324,1191.2,12.96
38327,1190.2,13.19
38328,1177.1,13.67
38329,1182.8,13.19
38330,1189.2,12.88
38331,1188,12.76
38334,1198.7,12.54
38335,1203.4,12.73
38336,1205.7,12.35
38337,1203.2,12.27
38338,1194.2,11.95
38341,1194.7,11.83
38342,1205.5,11.55
38343,1209.6,11.45
38344,1210.1,11.23
38348,1204.9,12.14
38349,1213.5,12
38350,1213.5,11.62
38351,1213.5,12.56
38352,1211.9,13.29
38355,1202.1,14.08
38356,1188,13.98
38357,1183.7,14.09
38358,1187.9,13.58
38359,1186.2,13.49
38362,1190.2,13.23
38363,1183,13.19
38364,1187.7,12.56
38365,1177.5,12.84
38366,1184.5,12.43
38370,1196,12.47
38371,1184.6,13.18
38372,1175.4,13.83
38373,1167.9,14.36
38376,1163.8,14.65
38377,1168.4,14.06
38378,1174.1,13.44
38379,1174.5,13.24
38380,1171.4,13.24
38383,1181.3,12.82
38384,1189.4,12.03
38385,1193.2,11.66
38386,1189.9,11.79
38387,1203,11.21
38390,1201.7,11.73
38391,1202.3,11.6
38392,1192,12
38393,1197,11.51
38394,1205.3,11.43
38397,1206.1,11.52
38398,1210.1,11.27
38399,1210.3,11.1
38400,1200.8,11.77
38401,1201.6,11.18
38405,1184.2,13.14
38406,1190.8,12.39
38407,1200.2,11.57
38408,1211.4,11.49
38411,1203.6,12.08
38412,1210.4,12.04
38413,1210.1,12.5
38414,1210.5,12.93
38415,1222.1,11.94
38418,1225.3,12.26
38419,1219.4,12.4
38420,1207,12.7
38421,1209.2,12.49
38422,1200.1,12.8
38425,1206.8,12.39
38426,1197.8,13.15
38427,1188.1,13.49
38428,1190.2,13.29
38429,1189.7,13.14
38432,1183.8,13.61
38433,1171.7,14.27
38434,1172.5,14.06
38435,1171.4,13.42
38439,1174.3,13.75
38440,1165.4,14.49
38441,1181.4,13.64
38442,1180.6,14.02
38443,1172.9,14.09
38446,1176.1,14.11
38447,1181.4,13.68
38448,1184.1,13.15
38449,1191.1,12.33
38450,1181.2,12.62
38453,1181.2,11.98
38454,1187.8,11.3
38455,1173.8,13.31
38456,1162,14.53
38457,1142.6,17.74
38460,1146,16.56
38461,1152.8,14.96
38462,1137.5,16.92
38463,1160,14.41
38464,1152.1,15.38
38467,1162.1,14.62
38468,1151.7,14.91
38469,1156.4,14.87
38470,1143.2,16.86
38471,1156.8,15.31
38474,1162.2,15.12
38475,1161.2,14.53
38476,1175.7,13.85
38477,1172.6,13.98
38478,1171.3,14.05
38481,1178.8,13.75
38482,1166.2,14.91
38483,1171.1,14.45
38484,1159.4,16.12
38485,1154,16.32
38488,1165.7,15.68
38489,1173.8,14.57
38490,1185.6,13.63
38491,1191.1,13.32
38492,1189.3,13.14
38495,1193.9,12.95
38496,1194.1,12.69
38497,1190,12.58
38498,1197.6,12.24
38499,1198.8,12.15
38503,1191.5,13.29
38504,1202.3,12.36
38505,1204.3,11.84
38506,1196,12.15
38509,1197.5,12.28
38510,1197.3,12.39
38511,1194.7,12.7
38512,1200.9,12.08
38513,1198.1,11.96
38516,1200.8,11.65
38517,1203.9,11.79
38518,1206.6,11.46
38519,1211,11.15
38520,1217,11.48
38523,1216.1,11.47
38524,1213.6,11.08
38525,1213.9,11.05
38526,1200.7,12.13
38527,1191.6,12.18
38530,1190.7,12.52
38531,1201.6,11.58
38532,1199.8,11.77
38533,1191.3,12.04
38534,1194.4,11.4
38538,1205,11.68
38539,1194.9,12.27
38540,1197.9,12.49
38541,1211.9,11.45
38544,1219.4,11.28
38545,1222.2,10.95
38546,1223.3,10.84
38547,1226.5,10.81
38548,1227.9,10.33
38551,1221.1,10.77
38552,1229.3,10.45
38553,1235.2,10.23
38554,1227,10.97
38555,1233.7,10.52
38558,1229,11.1
38559,1231.2,10.99
38560,1236.8,10.36
38561,1243.7,10.52
38562,1234.2,11.57
38565,1235.3,12.08
38566,1244.1,11.75
38567,1245,11.83
38568,1235.9,12.52
38569,1226.4,12.48
38572,1223.1,13.21
38573,1231.4,12.4
38574,1229.1,12.38
38575,1237.8,12.42
38576,1230.4,12.74
38579,1233.9,12.26
38580,1219.3,13.52
38581,1220.2,13.3
38582,1219,13.42
38583,1219.7,13.42
38586,1221.7,13.42
38587,1217.6,13.34
38588,1209.6,14.17
38589,1212.4,13.73
38590,1205.1,13.72
38593,1212.3,13.52
38594,1208.4,13.65
38595,1220.3,12.6
38596,1221.6,13.15
38597,1218,13.57
38601,1233.4,12.93
38602,1236.4,12.52
38603,1231.7,12.93
38604,1241.5,11.98
38607,1240.6,11.65
38608,1231.2,12.39
38609,1227.2,12.91
38610,1227.7,12.49
38611,1237.9,11.22
38614,1231,12.14
38615,1221.3,12.64
38616,1210.2,13.79
38617,1214.6,13.33
38618,1215.3,12.96
38621,1215.6,13.04
38622,1215.7,12.76
38623,1216.9,12.63
38624,1227.7,12.24
38625,1228.8,11.92
38628,1226.7,12.46
38629,1214.5,13.2
38630,1196.4,14.55
38631,1191.5,14.96
38632,1195.9,14.59
38635,1187.3,15.55
38636,1184.9,15.63
38637,1177.7,16.22
38638,1176.8,16.47
38639,1186.6,14.87
38642,1190.1,14.67
38643,1178.1,15.33
38644,1195.8,13.5
38645,1177.8,16.11
38646,1179.6,16.13
38649,1199.4,14.74
38650,1196.5,14.53
38651,1191.4,14.59
38652,1178.9,16.02
38653,1198.4,14.25
38656,1207,15.32
38657,1202.8,14.85
38658,1214.8,13.48
38659,1219.9,13
38660,1220.1,13.17
38663,1222.8,13.1
38664,1218.6,13.08
38665,1220.7,12.8
38666,1231,11.9
38667,1234.7,11.63
38670,1233.8,12.18
38671,1229,12.23
38672,1231.2,12.26
38673,1242.8,11.25
38674,1248.3,11.12
38677,1254.8,10.82
38678,1261.2,10.6
38679,1265.6,10.96
38681,1268.2,10.88
38684,1257.5,11.84
38685,1257.5,11.89
38686,1249.5,12.06
38687,1264.7,11.24
38688,1265.1,11.01
38691,1262.1,11.6
38692,1263.7,11.52
38693,1257.4,12.18
38694,1255.8,12.21
38695,1259.4,11.69
38698,1260.4,11.47
38699,1267.4,11.11
38700,1272.7,10.48
38701,1270.9,10.73
38702,1267.3,10.68
38705,1259.9,11.38
38706,1259.6,11.19
38707,1262.8,10.81
38708,1268.1,10.29
38709,1268.7,10.27
38713,1256.5,11.57
38714,1258.2,11.35
38715,1254.4,11.61
38716,1248.3,12.07
38720,1268.8,11.14
38721,1273.5,11.37
38722,1273.5,11.31
38723,1285.5,11
38726,1290.2,11.13
38727,1289.7,10.86
38728,1294.2,10.94
38729,1286.1,11.2
38730,1287.6,11.23
38734,1282.9,11.91
38735,1277.9,12.25
38736,1285,11.98
38737,1261.5,14.56
38740,1263.8,13.93
38741,1266.9,13.31
38742,1264.7,12.87
38743,1273.8,12.42
38744,1283.7,11.97
38747,1285.2,12.39
38748,1280.1,12.95
38749,1282.5,12.36
38750,1270.8,13.23
38751,1264,12.96
38754,1265,13.04
38755,1254.8,13.59
38756,1265.7,12.83
38757,1263.8,13.12
38758,1267,12.87
38761,1262.9,13.35
38762,1275.5,12.25
38763,1280,12.31
38764,1289.4,11.48
38765,1287.2,12.01
38769,1283,12.41
38770,1292.7,11.88
38771,1287.8,11.87
38772,1289.4,11.46
38775,1294.1,11.59
38776,1280.7,12.34
38777,1291.2,11.54
38778,1289.1,11.72
38779,1287.2,11.96
38782,1278.3,12.74
38783,1275.9,12.66
38784,1278.5,12.32
38785,1272.2,12.68
38786,1281.6,11.85
38789,1284.1,11.37
38790,1297.5,10.74
38791,1303,11.35
38792,1305.3,11.98
38793,1307.2,12.12
38796,1305.1,11.79
38797,1297.2,11.62
38798,1305,11.21
38799,1301.7,11.17
38800,1303,11.19
38803,1301.6,11.46
38804,1293.2,11.58
38805,1302.9,10.95
38806,1300.2,11.57
38807,1294.8,11.39
38810,1297.8,11.57
38811,1305.9,11.14
38812,1311.6,11.13
38813,1309,11.45
38814,1295.5,12.26
38817,1296.6,12.19
38818,1286.6,13
38819,1288.1,12.76
38820,1289.1,12.38
38824,1285.3,12.58
38825,1307.7,11.4
38826,1309.9,11.32
38827,1311.5,11.64
38828,1311.3,11.59
38831,1308.1,11.75
38832,1301.7,11.75
38833,1305.4,11.76
38834,1309.7,11.84
38835,1310.6,11.59
38838,1305.2,12.54
38839,1313.2,11.99
38840,1307.8,11.99
38841,1312.2,11.86
38842,1325.8,11.62
38845,1324.7,12
38846,1325.1,11.99
38847,1322.8,11.78
38848,1305.9,12.49
38849,1291.2,14.19
38852,1294.5,13.57
38853,1292.1,13.35
38854,1270.3,16.26
38855,1261.8,16.99
38856,1267,17.18
38859,1262.1,17.72
38860,1256.6,18.26
38861,1258.6,17.36
38862,1272.9,15.5
38863,1280.2,14.26
38867,1259.8,18.66
38868,1270.1,16.44
