date,SP500,USDRMB,SHINDEX,SZINDEX,USDINDEX,EURUSD,tmp_df
2003-03-10 00:00:00,807.48,8.2774,1468.919,2974.373,122.1339,1.1045,1.180565924426041
2003-03-11 00:00:00,800.73,8.2772,1469.548,2971.493,122.1842,1.1031,-0.557053506714854
2003-03-12 00:00:00,804.19,8.277,1475.008,2995.963,122.1842,1.1001,-0.8554512091263744
2003-03-13 00:00:00,831.9,8.277,1464.649,2978.227,122.729,1.0806,0.03680543579130559
2003-03-14 00:00:00,833.27,8.277,1466.044,2994.668,123.1371,1.0742,-0.6611514513208764
2003-03-17 00:00:00,862.79,8.277,1469.274,2989.835,123.5822,1.0637,0.4968227203111128
2003-03-18 00:00:00,866.45,8.277,1459.892,2979.295,123.5332,1.063,-1.3766059945469498
2003-03-19 00:00:00,874.02,8.2772,1469.96,3000.761,123.8744,1.0563,-1.0425179286375115
2003-03-20 00:00:00,875.67,8.2771,1464.54,2976.103,123.7029,1.0613,-0.2045548544330972
2003-03-21 00:00:00,895.79,8.2771,1474.657,3005.593,124.064,1.053,1.0060816245406556
2003-03-24 00:00:00,864.23,8.2773,1477.766,3012.274,123.5853,1.0644,1.1800686975724417
2003-03-25 00:00:00,874.74,8.2773,1462.4,2979.086,123.2496,1.0652,-1.4149315423665503
2003-03-26 00:00:00,869.95,8.2771,1456.271,2968.82,123.1741,1.0683,-0.13818953958833907
2003-03-27 00:00:00,868.52,8.2774,1499.347,3046.34,123.031,1.0681,-0.5308180908328044
2003-03-28 00:00:00,863.5,8.2772,1491.941,3048.612,122.8937,1.0778,-0.1738158931883895
2003-03-31 00:00:00,848.18,8.2771,1510.578,3101.859,122.3573,1.0895,0.47936680764784223
2003-04-01 00:00:00,858.48,8.2774,1522.546,3118.911,122.3965,1.0888,2.021442306058228
2003-04-02 00:00:00,880.9,8.2773,1521.32,3127.661,122.7998,1.0757,1.6886237343297335
2003-04-03 00:00:00,876.45,8.277,1511.729,3118.456,122.8465,1.073,1.5713747553902588
2003-04-04 00:00:00,878.85,8.277,1521.128,3154.842,122.9807,1.0727,-0.6492343699122325
2003-04-07 00:00:00,879.93,8.277,1515.132,3140.137,123.4223,1.0653,-0.019137044922518314
2003-04-08 00:00:00,878.29,8.2772,1520.551,3146.302,123.003,1.0712,0.6788644593112707
2003-04-09 00:00:00,865.99,8.2772,1543.674,3219.08,122.9434,1.0762,0.755995644603349
2003-04-10 00:00:00,871.58,8.2774,1551.18,3259.948,122.3696,1.0792,-1.4634899327411643
2003-04-11 00:00:00,868.3,8.2773,1576.86,3310.486,122.4852,1.0751,0.8143795475548921
2003-04-14 00:00:00,885.23,8.2772,1616.072,3382.822,122.2734,1.0776,-1.0517878907819973
2003-04-15 00:00:00,890.81,8.2774,1631.47,3433.385,122.1452,1.0813,-0.0899453914583628
2003-04-16 00:00:00,879.91,8.2772,1606.24,3445.872,121.8851,1.0909,-1.3514560318163142
2003-04-17 00:00:00,893.58,8.2772,1613.604,3453.32,121.43,1.0883,0.45784704436981444
2003-04-21 00:00:00,892.01,8.277,1571.714,3325.716,121.8402,1.0864,-0.2751696683186907
2003-04-22 00:00:00,911.37,8.2769,1568.692,3334.182,121.3841,1.097,0.8780582471581491
2003-04-23 00:00:00,919.02,8.277,1541.96,3285.116,121.4425,1.0961,-0.36782391870136094
2003-04-24 00:00:00,911.43,8.2772,1503.59,3188.613,121.1113,1.1024,-0.14629605300303955
2003-04-25 00:00:00,898.81,8.2772,1487.147,3150.958,121.2403,1.1021,-0.7361704767969204
2003-04-28 00:00:00,914.84,8.277,1537.691,3293.924,121.21,1.098,0.7889689244244212
2003-04-29 00:00:00,917.84,8.277,1509.313,3238.812,120.8809,1.1066,1.2733205663110303
2003-04-30 00:00:00,916.92,8.277,1521.444,3260.754,120.0716,1.1175,0.22338439285048478
2003-05-12 00:00:00,945.11,8.2768,1531.867,3307.015,117.8729,1.154,-0.7412990280667244
2003-05-13 00:00:00,942.3,8.277,1485.307,3221.285,117.959,1.1512,1.3125536423158346
2003-05-14 00:00:00,939.28,8.277,1522.924,3292.958,117.75,1.1497,0.9929370724122942
2003-05-15 00:00:00,946.67,8.2769,1555.285,3393.583,117.9033,1.1383,0.2368031285417167
2003-05-16 00:00:00,944.3,8.2768,1554.452,3414.126,117.7647,1.1591,-0.5571702068064006
2003-05-19 00:00:00,920.77,8.277,1555.447,3434.628,117.3622,1.1641,-0.24898890753560957
2003-05-20 00:00:00,919.73,8.2768,1535.52,3395.353,117.0825,1.1734,1.0424328389954487
2003-05-21 00:00:00,923.42,8.2768,1533.483,3394.144,117.1197,1.164,-0.26652815421633946
2003-05-22 00:00:00,931.87,8.2769,1546.113,3431.021,117.369,1.1696,-0.590265364714267
2003-05-23 00:00:00,933.22,8.2768,1560.955,3478.258,117.211,1.1836,0.23738050792470208
2003-05-27 00:00:00,951.48,8.2768,1568.341,3488.859,117.2421,1.1811,1.52857520615822
2003-05-28 00:00:00,953.22,8.2768,1551.811,3440.522,117.9585,1.1761,0.0423098554191265
2003-05-29 00:00:00,949.64,8.277,1568.156,3489.883,117.4055,1.1869,0.6732727467044579
2003-05-30 00:00:00,963.59,8.277,1576.261,3503.691,117.6598,1.1786,-1.108704300408914
2003-06-02 00:00:00,967.0,8.2768,1576.528,3498.849,117.4088,1.1753,-0.7481972065907984
2003-06-03 00:00:00,971.56,8.2768,1562.237,3455.367,117.7144,1.1749,-0.2469119925827635
2003-06-04 00:00:00,986.24,8.2769,1574.111,3491.435,117.4172,1.1646,-1.139737211045413
2003-06-05 00:00:00,990.14,8.277,1556.249,3433.279,116.8026,1.1844,-1.625370724550574
2003-06-06 00:00:00,987.76,8.277,1538.92,3362.301,117.4594,1.1698,1.5804933495570987
2003-06-09 00:00:00,975.93,8.277,1530.215,3327.971,117.6255,1.1741,-0.8324736976022574
2003-06-10 00:00:00,984.84,8.277,1538.762,3347.613,117.7742,1.1676,0.9585685128840535
2003-06-11 00:00:00,997.48,8.2768,1565.84,3411.096,117.235,1.1756,0.5170311537797465
2003-06-12 00:00:00,998.51,8.277,1562.106,3395.652,117.115,1.1762,0.5066846627761399
2003-06-13 00:00:00,988.61,8.277,1566.766,3402.876,116.7713,1.187,-1.117525148582228
2003-06-16 00:00:00,1010.74,8.2768,1559.705,3392.778,116.5952,1.1819,1.2685837520889651
2003-06-17 00:00:00,1011.66,8.2769,1557.175,3376.408,116.6833,1.1799,0.7889879711902555
2003-06-18 00:00:00,1010.09,8.2768,1553.877,3381.247,117.0309,1.1688,-1.4320192056355772
2003-06-19 00:00:00,994.7,8.2768,1538.754,3327.294,117.3087,1.171,0.1870802767678387
2003-06-20 00:00:00,995.69,8.277,1529.47,3307.21,117.4996,1.1583,0.2057218996165975
2003-06-23 00:00:00,981.64,8.2772,1511.365,3258.91,117.5251,1.155,1.6473873141670234
2003-06-24 00:00:00,983.45,8.2773,1512.429,3273.454,117.8288,1.1508,-0.7345533564577086
2003-06-25 00:00:00,975.32,8.2773,1502.077,3248.843,117.1418,1.1538,0.7810243345250104
2003-06-26 00:00:00,985.82,8.2775,1515.375,3286.304,117.9607,1.1425,-1.945347765465839
2003-06-27 00:00:00,976.22,8.2775,1497.054,3227.625,118.0093,1.1418,-0.029034692104249568
2003-06-30 00:00:00,974.5,8.2774,1486.024,3224.807,117.9494,1.1519,-1.002256888169149
2003-07-01 00:00:00,982.32,8.2774,1484.704,3226.338,117.5528,1.1562,0.7274925111981364
2003-07-02 00:00:00,993.75,8.2774,1499.682,3263.961,117.3457,1.1526,0.35144971215503545
2003-07-03 00:00:00,985.7,8.2775,1504.436,3276.102,117.2552,1.1484,-1.9979639594656586
2003-07-07 00:00:00,1004.42,8.2776,1501.484,3306.697,117.8521,1.1318,-0.42477142662971723
2003-07-08 00:00:00,1007.84,8.2773,1512.019,3329.517,118.6382,1.1301,-0.9386726456935224
2003-07-09 00:00:00,1002.21,8.2773,1503.314,3306.429,118.4236,1.1339,1.2845245108823113
2003-07-10 00:00:00,988.7,8.2773,1531.927,3383.054,118.3311,1.1387,-0.7506765162096729
2003-07-11 00:00:00,998.14,8.2773,1528.854,3377.038,118.438,1.131,-0.2330273085798266
2003-07-14 00:00:00,1003.86,8.2772,1521.414,3378.688,118.342,1.128,-0.15644090321057594
2003-07-15 00:00:00,1000.42,8.2771,1525.439,3395.917,118.8765,1.1188,1.086624919579057
2003-07-16 00:00:00,994.0,8.2771,1529.491,3412.386,118.9604,1.1211,-2.3645673016152156
2003-07-17 00:00:00,981.73,8.277,1539.358,3443.698,119.2519,1.1212,-0.2696168041737262
2003-07-18 00:00:00,993.32,8.277,1507.162,3341.503,119.3381,1.1287,-0.861846965209985
2003-07-21 00:00:00,978.8,8.277,1495.885,3323.134,118.9695,1.1331,1.078660897839145
2003-07-22 00:00:00,988.11,8.2768,1498.485,3328.893,119.2621,1.1328,-0.2975563040275691
2003-07-23 00:00:00,988.61,8.277,1502.148,3342.719,118.7542,1.148,-0.8891068050281347
2003-07-24 00:00:00,981.6,8.277,1493.451,3316.485,118.8199,1.1464,0.021947136145653964
2003-07-25 00:00:00,998.68,8.2772,1477.651,3276.386,118.3625,1.1507,-0.46036775573765976
2003-07-28 00:00:00,996.52,8.2772,1470.393,3263.608,118.422,1.1499,0.22624119300969037
2003-07-29 00:00:00,989.28,8.2775,1477.296,3289.393,118.6405,1.1462,-0.7365463144948512
2003-07-30 00:00:00,987.49,8.2775,1479.652,3303.155,119.2184,1.1357,-0.07026170608425412
2003-07-31 00:00:00,990.31,8.2773,1476.742,3318.418,119.8038,1.124,0.13155996904577352
2003-08-01 00:00:00,980.15,8.2773,1476.969,3326.862,119.6308,1.1279,0.17895000264441654
2003-08-04 00:00:00,982.82,8.2772,1494.365,3362.569,119.7033,1.1349,0.4129023078517765
2003-08-05 00:00:00,965.46,8.2775,1494.312,3361.25,119.6908,1.1348,-0.9618306954829611
2003-08-06 00:00:00,967.08,8.2775,1486.252,3341.362,119.7083,1.1345,-1.1093175764385033
2003-08-07 00:00:00,974.12,8.2773,1487.37,3346.057,119.1764,1.1372,0.34723557061756366
2003-08-08 00:00:00,977.59,8.2773,1471.272,3294.31,119.3471,1.1293,0.5718642416688455
2003-08-11 00:00:00,980.59,8.2772,1474.413,3305.138,119.1161,1.1359,1.6159918646276628
2003-08-12 00:00:00,990.35,8.2772,1479.283,3318.661,119.3048,1.1307,2.310914279453175
2003-08-13 00:00:00,984.03,8.277,1465.827,3273.86,119.3239,1.1308,-0.2767031529378321
2003-08-14 00:00:00,990.51,8.277,1455.899,3258.21,119.5632,1.1245,-0.2766181449988942
2003-08-15 00:00:00,990.67,8.277,1450.203,3261.662,119.5122,1.1254,0.1138953999866721
2003-08-18 00:00:00,999.74,8.2768,1445.089,3255.835,119.8918,1.115,0.7171835419971498
2003-08-19 00:00:00,1002.35,8.2768,1449.712,3246.431,120.1365,1.1137,0.6046738810234792
2003-08-20 00:00:00,1000.3,8.2767,1441.664,3215.494,120.0632,1.1121,0.6841261110225326
2003-08-21 00:00:00,1003.27,8.2768,1441.09,3212.106,120.3838,1.0925,0.7406883126260894
2003-08-22 00:00:00,993.06,8.2766,1438.883,3208.774,120.7049,1.0882,0.7354392395434263
2003-08-25 00:00:00,993.71,8.2766,1422.176,3181.073,120.511,1.088,0.7276245040007713
2003-08-26 00:00:00,996.73,8.2768,1425.212,3188.391,120.5053,1.0884,-0.3720825498376552
2003-08-27 00:00:00,996.79,8.2768,1425.362,3181.057,120.6581,1.0877,-0.8798656159001281
2003-08-28 00:00:00,1002.84,8.277,1415.693,3155.529,120.6133,1.0867,0.6381493313361181
2003-08-29 00:00:00,1008.01,8.2771,1421.983,3192.366,120.182,1.0979,0.8257756951508428
2003-09-02 00:00:00,1021.99,8.277,1446.512,3238.856,120.4341,1.0808,-1.2291979588751498
2003-09-03 00:00:00,1026.27,8.277,1447.85,3233.794,120.2665,1.0814,0.016774977966437135
2003-09-04 00:00:00,1027.97,8.2768,1447.425,3226.909,119.9949,1.093,0.27101995336828955
2003-09-05 00:00:00,1021.39,8.277,1431.533,3181.685,119.4725,1.1109,-1.524891355898673
2003-09-08 00:00:00,1031.64,8.277,1425.727,3157.373,119.3769,1.1066,2.141898886281521
2003-09-09 00:00:00,1023.17,8.2769,1420.074,3136.614,119.228,1.1223,-0.7359839545496554
2003-09-10 00:00:00,1010.92,8.277,1423.177,3148.666,119.1946,1.1195,0.8679273325233617
2003-09-11 00:00:00,1016.42,8.277,1423.96,3160.817,119.2994,1.1199,0.44047074574711315
2003-09-12 00:00:00,1018.63,8.2772,1409.162,3135.531,118.9056,1.1288,0.3254193996399864
2003-09-15 00:00:00,1014.81,8.2772,1397.54,3100.549,118.953,1.1282,-0.5945809364679945
2003-09-16 00:00:00,1029.32,8.2774,1406.104,3128.904,119.1234,1.1168,-0.3405116088207441
2003-09-17 00:00:00,1025.97,8.2774,1389.822,3093.608,118.8813,1.1267,-0.7815715254325012
2003-09-18 00:00:00,1039.58,8.2775,1390.485,3098.735,118.6939,1.1244,-0.663659438972191
2003-09-19 00:00:00,1036.3,8.2775,1391.37,3095.742,117.9536,1.139,-1.1709094705202716
2003-09-22 00:00:00,1022.82,8.2773,1381.443,3075.776,117.1956,1.1478,-1.5725790486594398
2003-09-23 00:00:00,1029.03,8.2773,1390.174,3092.251,117.1057,1.1465,-1.0543945251895896
2003-09-24 00:00:00,1009.38,8.2772,1394.229,3102.991,117.1437,1.1479,-0.6716371120121059
2003-09-25 00:00:00,1003.27,8.277,1376.291,3069.438,117.0773,1.1484,-1.5617186879209513
2003-09-26 00:00:00,996.85,8.277,1370.843,3054.587,117.2936,1.1469,0.5321693633783132
2003-09-29 00:00:00,1006.58,8.2771,1355.335,3017.416,117.0972,1.1583,1.3223925447906195
2003-09-30 00:00:00,995.97,8.277,1367.161,3054.894,116.8743,1.1667,-0.3718289058199239
2003-10-08 00:00:00,1033.78,8.277,1371.685,3085.941,116.201,1.182,1.8709670432641572
2003-10-09 00:00:00,1038.73,8.2771,1369.174,3089.903,116.4401,1.1732,-1.414415230426907
2003-10-10 00:00:00,1038.06,8.2771,1404.008,3199.562,115.7389,1.1792,-0.3841785791240881
2003-10-14 00:00:00,1049.48,8.2768,1388.172,3171.469,116.2784,1.1719,0.8607190205259541
2003-10-15 00:00:00,1046.76,8.2767,1383.098,3154.678,116.4097,1.1619,0.8600195551601377
2003-10-16 00:00:00,1050.07,8.2767,1365.505,3107.152,116.2986,1.1591,-1.5443093442523694
2003-10-17 00:00:00,1039.32,8.2766,1370.582,3116.714,116.4339,1.1667,-1.2648697511397928
2003-10-20 00:00:00,1044.68,8.2766,1359.498,3116.127,116.445,1.1634,0.09533832708749629
2003-10-21 00:00:00,1046.03,8.2766,1364.301,3128.176,116.2853,1.1662,1.1063058287051581
2003-10-22 00:00:00,1030.36,8.2765,1398.01,3215.82,115.7647,1.1811,-1.7912490111650547
2003-10-23 00:00:00,1033.77,8.2766,1386.653,3187.064,115.9209,1.1813,-0.09665272659169209
2003-10-24 00:00:00,1028.91,8.2766,1381.83,3185.538,115.7417,1.1785,-0.49856092122958706
2003-10-27 00:00:00,1031.13,8.2768,1369.463,3174.511,115.8032,1.1734,0.19386272283253297
2003-10-28 00:00:00,1046.79,8.2767,1369.325,3194.71,115.904,1.167,-0.24014092953715405
2003-10-29 00:00:00,1048.11,8.2766,1361.487,3193.175,115.917,1.1661,-0.3856009361565714
2003-10-30 00:00:00,1046.94,8.2766,1344.633,3163.024,115.7607,1.1619,-0.11990781780569865
2003-10-31 00:00:00,1050.71,8.2766,1348.303,3167.339,116.3592,1.1577,-0.024164642434756464
2003-11-03 00:00:00,1059.02,8.2766,1364.055,3237.062,117.0192,1.1461,0.0475641488171626
2003-11-04 00:00:00,1053.25,8.2766,1389.545,3296.53,116.7277,1.149,0.2135580862092086
2003-11-05 00:00:00,1051.81,8.2767,1385.11,3287.601,116.8057,1.1441,0.6114515427324576
2003-11-06 00:00:00,1058.05,8.2767,1356.79,3271.652,117.0385,1.1405,0.27963190968420754
2003-11-07 00:00:00,1053.21,8.2769,1335.205,3214.385,116.5149,1.1526,-0.3808234052141862
2003-11-10 00:00:00,1047.11,8.277,1340.097,3216.625,116.1584,1.149,-0.365740523521016
2003-11-12 00:00:00,1058.56,8.2769,1317.792,3182.267,115.8668,1.1626,-0.7375895307431063
2003-11-13 00:00:00,1058.41,8.277,1319.608,3183.623,115.7689,1.1727,-0.11911446862562765
2003-11-14 00:00:00,1050.35,8.277,1331.051,3190.528,115.7376,1.1775,0.00042744558924482593
2003-11-17 00:00:00,1043.63,8.277,1328.103,3172.306,116.0503,1.1746,0.127024911805605
2003-11-18 00:00:00,1034.15,8.2769,1316.562,3110.674,115.3724,1.1963,-0.9256055306480981
2003-11-19 00:00:00,1042.44,8.2767,1338.87,3147.896,115.476,1.1892,-0.18671100927449408
2003-11-20 00:00:00,1033.65,8.2767,1376.506,3231.931,115.5291,1.1907,-1.0768681159797702
2003-11-21 00:00:00,1035.28,8.2769,1361.559,3188.5,115.5113,1.1914,-0.39346640821767515
2003-11-24 00:00:00,1052.08,8.277,1404.008,3275.479,116.3134,1.1764,0.1324138085809703
2003-11-25 00:00:00,1053.89,8.2771,1408.415,3278.77,116.2203,1.1791,-1.0410216952131517
2003-11-26 00:00:00,1058.45,8.277,1411.909,3289.435,115.7464,1.1921,-0.6034733357895813
2003-11-28 00:00:00,1058.2,8.2772,1397.225,3267.939,115.5239,1.1985,0.0434393029445287
2003-12-01 00:00:00,1070.12,8.277,1432.703,3343.73,115.6583,1.1969,1.4837989663448534
2003-12-02 00:00:00,1066.62,8.2772,1435.314,3336.349,115.1343,1.2094,0.17026514687894367
2003-12-03 00:00:00,1064.73,8.2772,1445.026,3357.635,114.9455,1.2114,-0.8895286281152062
2003-12-04 00:00:00,1069.72,8.2771,1452.809,3370.519,115.1428,1.2085,0.8763489278015616
2003-12-05 00:00:00,1061.5,8.277,1451.118,3353.175,114.7479,1.2165,0.8289175590751215
2003-12-08 00:00:00,1069.3,8.2769,1436.663,3320.757,114.4301,1.2223,-0.6065327189333616
2003-12-09 00:00:00,1060.18,8.2771,1443.366,3335.991,114.4559,1.2249,-0.8040343231615384
2003-12-10 00:00:00,1059.05,8.2771,1469.422,3368.358,114.6535,1.2209,-0.45096806356900704
2003-12-11 00:00:00,1071.21,8.277,1470.023,3365.711,114.9749,1.2222,0.2665368564587396
2003-12-12 00:00:00,1074.14,8.2771,1470.792,3359.931,114.5215,1.2273,2.9972765271531374
2003-12-15 00:00:00,1068.04,8.2771,1470.357,3367.938,114.5004,1.2302,-0.14908812837175664
2003-12-16 00:00:00,1075.13,8.2772,1466.337,3357.422,114.5208,1.2334,-0.15023895208695048
2003-12-17 00:00:00,1076.48,8.2771,1453.995,3333.71,114.437,1.24,3.149630648107827
2003-12-19 00:00:00,1088.67,8.2769,1446.285,3347.019,114.6869,1.2387,-0.09325716589646846
2003-12-22 00:00:00,1092.94,8.277,1492.963,3438.599,114.5027,1.2407,-0.8205293318291241
2003-12-23 00:00:00,1096.02,8.2769,1500.64,3470.627,114.3991,1.2389,1.5769632926240318
2003-12-24 00:00:00,1094.04,8.2769,1513.825,3530.67,114.0402,1.2444,-0.24443281474691808
2003-12-26 00:00:00,1095.89,8.2768,1514.775,3505.556,113.9706,1.2424,1.4245952885297215
2003-12-29 00:00:00,1109.48,8.2768,1496.427,3478.211,113.8937,1.2489,-0.30902251046472284
2003-12-30 00:00:00,1109.64,8.2769,1511.691,3509.702,113.6623,1.2546,-0.31282555923471106
2003-12-31 00:00:00,1111.92,8.2767,1497.044,3479.796,113.349,1.2591,0.583276450436657
2004-01-02 00:00:00,1108.48,8.2767,1517.193,3501.867,113.135,1.2589,0.9268040592339842
2004-01-05 00:00:00,1122.22,8.2769,1568.353,3623.03,112.4919,1.2676,1.585827588129478
2004-01-06 00:00:00,1123.67,8.2769,1574.523,3672.279,112.2254,1.2726,-0.27311275215844916
2004-01-07 00:00:00,1126.33,8.2771,1587.204,3725.909,112.4922,1.2623,-0.432558102191429
2004-01-08 00:00:00,1131.92,8.2772,1610.126,3764.458,112.017,1.2768,1.351244641413774
2004-01-09 00:00:00,1121.86,8.2772,1581.466,3696.418,111.6571,1.2812,-0.5799271151012892
2004-01-12 00:00:00,1127.23,8.277,1618.518,3765.57,111.6858,1.2733,-0.18178863189571992
2004-01-13 00:00:00,1121.22,8.277,1612.683,3748.019,111.8734,1.2769,-0.8963859688848069
2004-01-14 00:00:00,1130.52,8.2768,1592.423,3712.324,112.0766,1.2645,-0.9127104112038857
2004-01-15 00:00:00,1132.05,8.2768,1586.493,3706.614,112.6413,1.2587,0.4579729753507537
2004-01-16 00:00:00,1139.83,8.2767,1600.425,3729.344,113.1295,1.2393,0.3217875965571183
2004-01-29 00:00:00,1134.11,8.2771,1628.837,3816.884,113.9034,1.2407,0.9390723732315747
2004-01-30 00:00:00,1131.13,8.277,1590.729,3716.869,113.498,1.2474,0.5197894943257421
2004-02-02 00:00:00,1135.26,8.2768,1623.88,3774.881,113.6595,1.2439,0.9962390591530577
2004-02-03 00:00:00,1136.03,8.277,1649.282,3797.989,113.3673,1.2545,0.8133544353226897
2004-02-04 00:00:00,1126.52,8.2772,1685.159,3866.895,113.3165,1.2546,0.17077054843063547
2004-02-05 00:00:00,1128.59,8.2772,1693.428,3844.548,113.3873,1.2546,-0.27368470078817264
2004-02-06 00:00:00,1142.76,8.2773,1679.193,3822.195,113.0551,1.2704,-0.36889941379614444
2004-02-09 00:00:00,1139.81,8.2773,1703.529,3899.511,113.0039,1.2696,-0.17598807872664646
2004-02-10 00:00:00,1145.54,8.2773,1691.009,3892.225,112.8478,1.268,-0.02191657539885753
2004-02-11 00:00:00,1157.76,8.2772,1677.759,3876.082,112.3625,1.2825,-1.1161676598012367
2004-02-12 00:00:00,1152.11,8.2771,1663.832,3850.033,112.3159,1.2803,1.6060301439625584
2004-02-13 00:00:00,1145.81,8.2772,1658.539,3842.034,112.4162,1.274,1.7426378584065572
2004-02-17 00:00:00,1156.99,8.2772,1703.774,3940.193,112.0855,1.2854,-0.6195800850506148
2004-02-18 00:00:00,1151.82,8.277,1717.096,3984.698,112.2989,1.2705,-1.4756578828288398
2004-02-19 00:00:00,1147.06,8.277,1717.015,3966.422,112.9319,1.2732,-2.0214460949200976
2004-02-20 00:00:00,1144.11,8.2771,1721.752,3986.664,113.6848,1.2532,1.5542811201015914
2004-02-23 00:00:00,1140.99,8.2772,1681.654,3898.536,113.5635,1.2573,0.8167068265101507
2004-02-24 00:00:00,1139.09,8.2772,1682.297,3896.663,113.2387,1.2677,-0.001063518960671697
2004-02-25 00:00:00,1143.67,8.2771,1647.381,3833.048,113.8345,1.2493,1.5033994700526925
2004-02-26 00:00:00,1144.91,8.277,1654.898,3892.959,114.2096,1.2433,1.8750795570268162
2004-02-27 00:00:00,1144.94,8.277,1675.067,3919.918,114.1216,1.2486,-0.5122799435486011
2004-03-01 00:00:00,1155.96,8.2769,1689.76,3967.703,113.9456,1.246,0.13100033171205533
2004-03-02 00:00:00,1149.1,8.2768,1687.278,3933.791,114.6813,1.2216,0.22944730042061368
2004-03-03 00:00:00,1151.04,8.2768,1661.812,3897.855,115.1842,1.2187,-0.6135292235101436
2004-03-04 00:00:00,1154.88,8.2768,1668.874,3934.485,114.6608,1.2195,1.1216635606062124
2004-03-05 00:00:00,1156.87,8.277,1662.096,3908.559,114.0159,1.2368,0.37459421146023436
2004-03-08 00:00:00,1147.21,8.2771,1637.144,3827.852,114.2419,1.2394,-0.2877687595243578
2004-03-09 00:00:00,1140.58,8.2771,1637.099,3822.167,113.9647,1.2322,1.1898057150331827
2004-03-10 00:00:00,1123.89,8.2771,1678.073,3902.79,114.631,1.223,0.15956718890427016
2004-03-11 00:00:00,1106.78,8.2771,1691.643,3952.785,114.525,1.2345,1.3600960977074703
2004-03-12 00:00:00,1120.57,8.2772,1694.743,3948.436,114.9621,1.2216,0.627392932908935
2004-03-15 00:00:00,1104.49,8.2771,1736.22,4050.48,114.6918,1.2266,-0.37204666395080405
2004-03-16 00:00:00,1110.7,8.2773,1745.543,4061.164,114.4984,1.2266,-0.31664642104821
2004-03-17 00:00:00,1123.75,8.2773,1745.098,4078.355,114.5678,1.2228,0.26468610636502277
2004-03-18 00:00:00,1122.32,8.2774,1717.26,3999.698,113.8049,1.2387,0.8951398495443637
2004-03-19 00:00:00,1109.78,8.2774,1747.872,4058.956,114.026,1.2286,-0.5885416215332092
2004-03-22 00:00:00,1095.4,8.2772,1755.685,4072.217,113.7013,1.2344,0.6741339576271884
2004-03-23 00:00:00,1093.95,8.2773,1741.695,4027.232,113.8458,1.2345,-0.9206565787373211
2004-03-24 00:00:00,1091.33,8.2774,1740.054,4030.786,114.1407,1.2115,0.7096709199616542
2004-03-25 00:00:00,1109.19,8.2772,1736.477,4043.805,114.2448,1.2134,-0.7178445147679041
2004-03-26 00:00:00,1108.06,8.2771,1734.047,4061.53,114.2575,1.213,-2.325628577181306
2004-03-29 00:00:00,1122.47,8.277,1719.674,4008.083,114.0503,1.2157,-0.01342144983462582
2004-03-30 00:00:00,1127.0,8.2771,1724.277,4009.135,113.892,1.218,0.20734079679240583
2004-03-31 00:00:00,1126.21,8.2771,1741.623,4060.143,113.3872,1.2314,-1.4857919297878184
2004-04-01 00:00:00,1132.17,8.277,1758.147,4092.686,113.0896,1.2359,0.7460678883235462
2004-04-02 00:00:00,1141.81,8.2769,1768.645,4132.545,113.8295,1.213,-0.43479184968519885
2004-04-05 00:00:00,1150.57,8.2769,1766.483,4126.696,114.1636,1.1999,0.6352027297370617
2004-04-06 00:00:00,1148.16,8.2769,1777.516,4157.819,113.9266,1.2134,-0.7659585750008493
2004-04-07 00:00:00,1140.53,8.2769,1774.552,4170.278,113.7303,1.2165,2.0709785968473056
2004-04-08 00:00:00,1139.32,8.2769,1770.279,4147.815,114.1722,1.2079,0.8125370103557694
2004-04-12 00:00:00,1145.2,8.2769,1722.986,4047.274,114.2892,1.2067,-1.2323687185172467
2004-04-13 00:00:00,1129.44,8.277,1715.136,3995.647,114.8314,1.1936,-0.6086599573387821
2004-04-14 00:00:00,1128.17,8.2769,1697.156,3922.584,115.3194,1.1956,1.3168937480960872
2004-04-15 00:00:00,1128.84,8.2772,1679.076,3903.611,115.5047,1.1972,0.5943005958324644
2004-04-16 00:00:00,1134.61,8.2771,1693.861,3941.071,115.0438,1.1993,0.1042080929111291
2004-04-19 00:00:00,1135.82,8.2769,1675.885,3898.281,115.1052,1.2001,0.43893971625561506
2004-04-20 00:00:00,1118.15,8.2768,1669.422,3854.475,115.5725,1.1842,0.00022850871020486667
2004-04-21 00:00:00,1124.09,8.2768,1651.577,3819.884,116.022,1.182,-1.3880579409079832
2004-04-22 00:00:00,1139.93,8.2769,1657.785,3827.854,116.0907,1.1921,-0.10585861648611904
2004-04-23 00:00:00,1140.6,8.277,1635.501,3782.706,116.1882,1.1841,0.15004357887106712
2004-04-26 00:00:00,1135.53,8.2769,1635.499,3770.247,115.7844,1.1857,1.3793605361171317
2004-04-27 00:00:00,1138.11,8.2768,1611.86,3754.593,115.6513,1.1921,-0.6757898900211556
2004-04-28 00:00:00,1122.41,8.2768,1606.801,3702.798,116.2838,1.1835,1.3670128174254146
2004-04-29 00:00:00,1113.89,8.2768,1579.447,3600.045,116.3278,1.1959,0.29097974371837143
2004-04-30 00:00:00,1107.3,8.2769,1595.587,3613.169,116.3176,1.1979,0.9725820583097355
2004-05-10 00:00:00,1087.12,8.277,1560.215,3476.986,117.9796,1.184,-0.15917689648969077
2004-05-11 00:00:00,1095.45,8.2769,1568.059,3492.969,117.872,1.1861,-1.5544546856485495
